name,brand,categories,prices,reviews
Chicken Soup for the Soul Grain-Free Lamb & Pea Recipe Dry Dog Food,Chicken Soup for the Soul,a/b,"{'25-lb bag': '$52.99', '4-lb bag': '$15.99'}",2 Reviews
"
        Rachael Ray Nutrish Dish Natural Beef & Brown Rice Recipe with Veggies, Fruit & Chicken Dry Dog Food",Rachael Ray Nutrish,a/b,"{'11.5-lb bag': '22.98', '3.75-lb bag': '13.89', '23-lb bag': '47.78'}",241 Reviews
"
        Halo Holistic Chicken & Chicken Liver Adult Dry Dog Food",Halo,a/b,"{'14-lb bag': '47.59', '21-lb bag': '65.44', '4-lb bag': '19.99'}",167 Reviews
"
        Royal Canin Breed Health Nutrition Pug Adult Dry Dog Food",Royal Canin,a/b,"{'10-lb bag': '52.99', '2.5-lb bag': '20.99'}",92 Reviews
"
        Bundle: Royal Canin German Shepherd Adult Dry Food + Greenies Large Dental Dog Treats", Royal Canin ,a/b,$126.97,Read  1 Review
Horizon Pulsar Whole Grain Chicken Recipe Dry Dog Food,Horizon,a/b,"{'8.8-lb bag': '$21.99', '25-lb bag': '$56.99'}",2 Reviews
Tender & True Limited Ingredient Grain-Free Ocean Whitefish & Potato Recipe Dry Dog Food,Tender & True,a/b,"{'23-lb bag': '$56.94', '4-lb bag': '$12.74', '11-lb bag': '$29.99'}",7 Reviews
Evolve Deboned Lamb & Brown Rice Recipe Dry Dog Food,Evolve,a/b,"{'28-lb bag': '$35.92', '3.75-lb bag': '$8.69', '14-lb bag': '$27.99'}",19 Reviews
Supreme Source Grain-Free Turkey Meal & Sweet Potato Recipe Dry Dog Food,Supreme Source,a/b,"{'22-lb bag': '$41.68', '6-lb bag (Original)': '$11.46', '12-lb bag (Original)': '$22.93', '24-lb bag (Original)': '$38.99', '5-lb bag': '$14.70', '11-lb bag': '$29.42'}",70 Reviews
"
        Blue Buffalo True Solutions Jolly Joints Mobility Support Formula Dry Dog Food",Blue Buffalo,a/b,"{'24-lb bag': '63.99', '11-lb bag': '37.49', '4-lb bag': '19.98'}",48 Reviews
"
        Diamond Naturals Grain-Free Beef & Sweet Potato Formula Dry Dog Food",Diamond,a/b,"{'5-lb bag': '13.99', '14-lb bag': '28.99', '28-lb bag': '47.99', '28-lb bag, bundle of 2': '91.18'}",158 Reviews
"
        Royal Canin Breed Health Nutrition Yorkshire Terrier Adult Dry Dog Food",Royal Canin,a/b,"{'10-lb bag': '52.99', '2.5-lb bag': '20.99'}",369 Reviews
Moist & Meaty Chopped Burger Dry Dog Food,Moist & Meaty,a/b,"{'6-oz pouch, case of 36': '$16.48', '6-oz pouch, case of 12': '$9.23'}",95 Reviews
"
        Wellness Grain-Free Complete Health Small Breed Adult Deboned Turkey, Chicken Meal & Salmon Meal Recipe Dry Dog Food",Wellness,a/b,"{'11-lb bag': '42.98', '4-lb bag': '19.98'}",58 Reviews
"
        VICTOR Select Chicken Meal & Brown Rice Formula Dry Dog Food",VICTOR,a/b,"{'40-lb bag': '62.99', '5-lb bag': '13.99', '15-lb bag': '30.99'}",134 Reviews
"
        Merrick Grain-Free Real Salmon & Sweet Potato Recipe Dry Dog Food",Merrick,a/b,"{'4-lb bag': '24.98', '22-lb bag': '69.98', '10-lb bag': '47.98'}",434 Reviews
"
        Solid Gold Hund-n-Flocken Lamb, Brown Rice & Pearled Barley Recipe Whole Grain Adult Dry Dog Food",Solid Gold,a/b,"{'4-lb bag': '15.99', '28.5-lb bag': '49.99', '12-lb bag': '34.99', '24-lb bag': '52.99'}",244 Reviews
AvoDerm Natural Healthy Digestion Chicken & Vegetables Recipe Grain-Free Dry Dog Food,AvoDerm,a/b,"{'24-lb bag': '$59.99', '4-lb bag': '$9.66'}",Write the First Review
"Diamond Hi-Energy Sporting Dog Formula Dry Dog Food, 50-lb bag",Diamond,a/b,{'50-lb bag': '$39.01'},122 Reviews
Chicken Soup for the Soul Beef & Brown Rice Recipe Adult Dry Dog Food,Chicken Soup for the Soul,a/b,"{'28-lb bag': '$54.99', '13.5-lb bag': '$34.99'}",4 Reviews
"
        Whole Earth Farms Small Breed Grain-Free Dry Dog Food",Whole Earth Farms,a/b,"{'4-lb bag': '11.98', '12-lb bag': '28.99'}",106 Reviews
"
        Royal Canin Breed Health Nutrition German Shepherd Adult Dry Dog Food",Royal Canin,a/b,"{'17-lb bag': '64.99', '30-lb bag': '92.99'}",644 Reviews
"
        Bundle: Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry + Canned Dog Food, 16-lb bag", Purina Pro Plan ,a/b,$75.78,2 Reviews
"
        Purina Pro Plan Adult Giant Breed Formula Dry Dog Food, 34-lb bag",Purina Pro Plan,a/b,$58.98,120 Reviews
American Natural Premium Turkey with Pumpkin Recipe Legume-Free Premium Dry Dog Food,American Natural Premium,a/b,"{'4-lb bag': '$13.68', '12-lb bag': '$28.13', '30-lb bag': '$57.79', '33-lb bag': '$63.99'}",42 Reviews
"Kibbles 'n Bits Bacon & Steak Flavor Dry Dog Food, 17.6-lb bag",Kibbles 'n Bits,a/b,"{'17.6-lb bag': '$12.99', '4.2-lb bag': '$5.07'}",99 Reviews
"
        Dog Chow Complete Adult with Real Beef Dry Dog Food, 46-lb bag",Dog Chow,a/b,$24.99,334 Reviews
"
        Purina Pro Plan Adult Shredded Blend Lamb & Rice Formula Dry Dog Food",Purina Pro Plan,a/b,"{'6-lb bag': '15.98', '47-lb bag': '73.49', '18-lb bag': '39.78', '35-lb bag': '49.98'}",876 Reviews
Natural Balance Original Ultra Chicken & Barley Formula Small Breed Bites Dry Dog Food,Natural Balance,a/b,"{'11-lb bag': '$25.98', '4-lb bag': '$15.78'}",3 Reviews
"
        Bundle: Purina ONE Natural Large Breed +Plus Formula Dry Dog Food + SmartBlend Tender Cuts in Gravy Variety Pack Wet Food", Purina ONE ,a/b,$64.11,0
"
        Purina Pro Plan Adult Weight Management Formula Dry Dog Food",Purina Pro Plan,a/b,"{'6-lb bag': '17.18', '18-lb bag': '46.99', '34-lb bag': '59.01'}",322 Reviews
"
        Bundle: Purina ONE SmartBlend Chicken & Rice Adult Formula Dry Dog Food + True Instinct Tender Cuts in Gravy Variety Pack Canned Food", Purina ONE ,a/b,$48.34,2 Reviews
"
        Bundle: Purina Pro Plan Adult Sensitive Skin & Stomach Lamb & Oatmeal Formula Dry Food + Focus Classic Salmon & Rice Entree Canned Dog Food", Purina Pro Plan ,a/b,$89.59,2 Reviews
"
        Zignature Venison Limited Ingredient Formula Grain-Free Dry Dog Food",Zignature,a/b,"{'4-lb bag': '19.24', '12.5-lb bag': '52.24', '25-lb bag': '92.99'}",126 Reviews
"
        Bundle: Pedigree Adult Complete Nutrition Chicken Flavor Dry Dog Food + Homestyle Meals Prime Rib, Rice & Vegetable Flavor in Gravy & Roasted Chicken, Rice & Vegetable Flavor in Gravy Canned Soft Wet Food Variety Pack", Pedigree ,a/b,$38.68,0
"
        Purina Pro Plan Sensitive Skin & Sensitive Stomach with Probiotics Lamb & Oat Meal Formula Dog Food",Purina Pro Plan,a/b,"{'4-lb bag': '17.18', '24-lb bag': '58.99', '16-lb bag': '45.20'}",581 Reviews
"
        Health Extension Grain-Free Chicken & Turkey Recipe Dry Dog Food",Health Extension,a/b,"{'23.5-lb bag': '65.01', '1-lb bag': '3.79', '4-lb bag': '23.03', '10-lb bag': '40.00'}",80 Reviews
"
        Chicken Soup for the Soul Small Bites Chicken, Turkey & Brown Rice Recipe Dry Dog Food",Chicken Soup for the Soul,a/b,"{'13.5-lb bag': '31.05', '4.5-lb bag': '14.04', '28-lb bag': '49.99', '1.5-lb bag': '2.99'}",118 Reviews
"
        Zignature Whitefish Limited Ingredient Formula Grain-Free Dry Dog Food",Zignature,a/b,"{'4-lb bag': '16.24', '25-lb bag': '67.99', '12.5-lb bag': '37.99'}",189 Reviews
Royal Canin Veterinary Diet Adult Selected Protein PV Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'25-lb bag': '$119.99', '7.7-lb bag': '$49.99', '17.6-lb bag': '$99.99'}",239 Reviews
"
        American Journey Limited Ingredient Venison & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'24-lb bag': '69.99', '12-lb bag': '39.99'}",238 Reviews
"
        Purina Pro Plan Sport All Life Stages Performance 30/20 Beef & Rice Formula Dry Dog Food, 33-lb bag",Purina Pro Plan,a/b,$58.98,62 Reviews
"Wysong Synorgon Dry Dog Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$10.49', '8-lb bag': '$12.61', '4-lb bag': '$6.30'}",32 Reviews
"
        Bundle: American Journey Healthy Weight Salmon & Sweet Potato Recipe Dry Food + Tylee's Freeze-Dried Mixers for Dogs, Chicken & Salmon Recipe", American Journey ,a/b,$84.62,0
"
        Bundle: American Journey Limited Ingredient Duck & Sweet Potato Recipe Dry + Canned Dog Food", American Journey ,a/b,$74.08,4 Reviews
"
        Bundle: Purina ONE SmartBlend Lamb & Rice Adult Formula Dry Dog Food + Tender Cuts in Gravy Lamb & Brown Rice Entree Adult Canned Food", Purina ONE ,a/b,$65.70,0
"
        Bundle: Wellness CORE Ocean Whitefish, Herring & Salmon Recipe Dry Dog Food + Bowl Boosters Tender Whitefish & Salmon Recipe Food Mixer or Topper", Wellness ,a/b,$79.77,0
"
        Purina Beneful Originals With Farm-Raised Beef Real Meat Dog Food, 28-lb bag",Purina Beneful,a/b,$32.99,369 Reviews
"
        Bundle: Blue Buffalo Life Protection Formula Adult Chicken & Brown Rice Recipe Dry Food + Health Bars Baked with Bacon, Egg & Cheese Dog Treats", Blue Buffalo ,a/b,$57.47,5 Reviews
American Journey Limited Ingredient Turkey & Sweet Potato Recipe Grain-Free Dry Dog Food,American Journey,a/b,"{'24-lb bag': '$52.99', '4-lb bag': '$14.99', '12-lb bag': '$39.99'}",369 Reviews
Iams Lamb & Rice Recipe Large Breed Dry Dog Food,Iams,a/b,"{'40-lb bag': '$47.98', '15-lb bag': '$22.98', '30-lb bag': '$35.99'}",26 Reviews
"
        Diamond Naturals Large Breed Adult Lamb Meal & Rice Formula Dry Dog Food, 40-lb bag",Diamond,a/b,$42.99,268 Reviews
"Hill's Prescription Diet c/d Multicare + Metabolic, Urinary + Weight Care Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'24.5-lb bag': '$106.99', '8.5-lb bag': '$47.99'}",47 Reviews
Hound & Gatos Ancient Grain Grass Fed Lamb Recipe Dry Dog Food,Hound & Gatos,a/b,"{'24-lb bag': '$99.22', '4-lb bag': '$29.08', '12-lb bag': '$65.31'}",24 Reviews
"
        Bundle: Purina ONE True Instinct with Real Turkey & Venison High Protein Adult Dry Food + Milk-Bone Original Large Biscuit Dog Treats", Purina ONE ,a/b,$66.97,0
"
        Bundle: Blue Buffalo Wilderness Trail Trays Variety Pack with Duck & Chicken Formula Food Trays + Duck Recipe Dry Dog Food", Blue Buffalo ,a/b,$82.67,0
"
        Bundle: Nutro Natural Choice Adult Lamb & Brown Rice Recipe Dry Food + Crunchy with Real Peanut Butter Dog Treats", Nutro ,a/b,$65.64,Read  1 Review
"
        Bundle: American Journey Active Life Formula Salmon, Brown Rice & Vegetables Recipe Dry Food + Tylee's Freeze-Dried Mixers for Dogs, Chicken & Salmon Recipe", American Journey ,a/b,$81.65,0
"
        Bundle: Purina Pro Plan Small Breed Adult Sensitive Skin & Stomach Formula Dry Food + Focus Classic Sensitive Skin & Stomach Salmon & Rice Entree Canned Dog Food", Purina Pro Plan ,a/b,$47.78,6 Reviews
Hound & Gatos Grain-Free Lamb Recipe Dry Dog Food,Hound & Gatos,a/b,"{'4-lb bag': '$29.08', '12-lb bag': '$65.31', '24-lb bag': '$103.54'}",18 Reviews
"
        Merrick Backcountry Raw Infused Grain-Free Dry Dog Food Large Breed Recipe, 20-lb bag",Merrick,a/b,$74.98,53 Reviews
Health Extension Little Bites Grain-Free Chicken & Turkey Recipe Dry Dog Food,Health Extension,a/b,"{'3.5-lb bag': '$22.98', '12-lb bag': '$43.98'}",1 Review
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Small Breed Bites Chicken & Sweet Potato Formula Dry Food + Treats Sweet Potato & Chicken Formula Dog Treats, Small Breed", Natural Balance ,a/b,$47.36,0
"
        Royal Canin Size Health Nutrition Giant Adult Dry Dog Food, 35-lb bag",Royal Canin,a/b,$80.99,149 Reviews
"
        Health Extension Little Bites Lite Chicken & Brown Rice Recipe Dry Dog Food",Health Extension,a/b,"{'15-lb bag': '47.98', '4-lb bag': '19.98'}",92 Reviews
"
        Bundle: Purina Pro Plan Adult Weight Management Shredded Blend Chicken & Rice Formula Dry Food + Turkey & Rice Entree Morsels in Gravy Canned Dog Food", Purina Pro Plan ,a/b,$86.70,0
"Wysong Vegan Dry Dog & Cat Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$14.99', '4-lb bag': '$12.61'}",137 Reviews
"
        Merrick Backcountry Raw Infused Pacific Catch Recipe + Grains with Salmon, Whitefish & Trout Freeze-Dried Dry Dog Food",Merrick,a/b,"{'20-lb bag': '74.98', '4-lb bag': '25.98'}",38 Reviews
"
        Bundle: Royal Canin Chihuahua Adult Dry + Canned Dog Food", Royal Canin ,a/b,$30.48,0
"
        Bundle: American Journey Large Breed Adult Chicken & Sweet Potato Recipe Dry Food + Tylee's Freeze-Dried Mixers for Dogs, Chicken & Salmon Recipe", American Journey ,a/b,$66.12,Read  1 Review
Natural Balance Limited Ingredient Grain-Free Chicken & Sweet Potato Small Breed Bites Recipe Dry Dog Food,Natural Balance,a/b,"{'12-lb bag': '$41.98', '4-lb bag': '$18.88', '4.5-lb bag (Original)': '$16.62', '4.5-lb bag': '$19.99', '5-lb bag': '$15.69', '12-lb bag (Original V2)': '$33.83', '12-lb bag (Original)': '$41.99', '12.5-lb bag': '$33.77', '26-lb bag': '$58.04'}",238 Reviews
Lotus Good Grains Chicken Recipe Oven-Baked Adult Dry Dog Food,Lotus,a/b,"{'25-lb bag': '$75.99', '5-lb bag': '$23.69', '12.5-lb bag': '$44.99'}",33 Reviews
"
        Bundle: American Journey Limited Ingredient Duck & Sweet Potato Recipe Dry Food + Duck & Sweet Potato Recipe Limited Ingredient Dog Treats", American Journey ,a/b,$55.48,6 Reviews
"Sport Dog Food Elite Series Sporting Grain-Free Whitefish Formula Dry Dog Food, 30-lb bag",Sport Dog Food,a/b,{'30-lb bag': '$78.95'},22 Reviews
"
        Bundle: American Journey Duck & Sweet Potato Dry Food + Dr. Lyon's Multi Vitamin Soft Chew Dog Supplement", American Journey ,a/b,$85.03,0
"
        Bundle: Rachael Ray Nutrish Natural Beef, Pea, & Brown Rice Recipe Dry Food + Natural Hearty Recipes Wet Dog Food", Rachael Ray Nutrish ,a/b,$65.58,2 Reviews
"Addiction Nutri-RX Allergy-HS Ultra-Hypoallergenic Grain-Free Dry Dog Food, 2.2-lb bag",Addiction,a/b,{'2.2-lb bag': '$27.85'},6 Reviews
"
        Annamaet Original Small Breed Formula Dry Dog Food",Annamaet,a/b,"{'4-lb bag': '17.99', '12-lb bag': '39.99'}",45 Reviews
"
        Bundle: Purina ONE SmartBlend Lamb & Rice Adult Formula Dry Food + Dr. Lyon's Advanced Strength Hip & Joint Health Soft Chews Dog Supplement", Purina ONE ,a/b,$81.73,0
"
        Bundle: Blue Buffalo Life Protection Formula Large Breed Adult Chicken & Brown Rice Recipe Dry Food + Health Bars Baked with Bacon, Egg & Cheese Dog Treats", Blue Buffalo ,a/b,$60.46,3 Reviews
"ALPO Prime Cuts Savory Beef Flavor Dry Dog Food, 47-lb bag",ALPO,a/b,"{'47-lb bag': '$27.99', '16-lb bag': '$9.49'}",114 Reviews
"
        Bundle: Rachael Ray Nutrish Real Chicken & Veggies Recipe Dry Food + Natural Hearty Recipes Variety Pack Wet Dog Food", Rachael Ray Nutrish ,a/b,$33.98,4 Reviews
"Pinnacle Brothibbles Beef, Oatmeal & Venison Meal Recipe Dry Dog Food, 24-lb bag",Pinnacle,a/b,"{'24-lb bag': '$59.99', '4-lb bag': '$17.99'}",Write the First Review
"
        Bundle: Blue Buffalo Life Protection Formula Adult Chicken & Brown Rice Recipe Dry Food + Dr. Lyon's Multi Vitamin Soft Chew Dog Supplement", Blue Buffalo ,a/b,$87.15,0
"
        Bundle: Nutro Natural Choice Large Breed Adult Chicken & Brown Rice Recipe Dry Food + Hearty Stew Tender Chicken, Carrot & Pea Stew Grain-Free Canned Dog Food", Nutro ,a/b,$88.66,Read  1 Review
"Natural Balance Gentle Balance Chicken, Barley, & Salmon Meal Formula Dry Dog Food",Natural Balance,a/b,"{'26-lb bag': '$57.88', '5-lb bag': '$13.37', '15-lb bag': '$37.27', '28-lb bag': '$44.95', '4.5-lb bag': '$15.78', '13-lb bag': '$33.98'}",183 Reviews
"
        Royal Canin Canine Care Nutrition Small Digestive Care Dry Dog Food",Royal Canin,a/b,"{'13-lb bag': '50.21', '2.5-lb bag': '19.52'}",155 Reviews
"AvoDerm Natural Triple Protein Chicken, Lamb & Turkey Meals Recipe All Life Stages Dry Dog Food, 30-lb bag",AvoDerm,a/b,"{'30-lb bag': '$54.99', '4.4-lb bag': '$21.90', '15-lb bag': '$41.28'}",29 Reviews
"
        American Journey Small Breed Adult Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food, 12 lb bag",American Journey,a/b,$28.11,15 Reviews
"
        Bundle: Nutro Natural Choice Small Bites Adult Lamb & Brown Rice Recipe Dry Food + Crunchy with Real Mixed Berries Dog Treats", Nutro ,a/b,$64.96,2 Reviews
"
        Bundle: Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry Food + Dr. Lyon's Advanced Strength Hip & Joint Health Soft Chews Dog Supplement", Purina Pro Plan ,a/b,$89.88,2 Reviews
"
        Bundle: Nutro Natural Choice Adult Chicken & Brown Rice Recipe Dry Food + Crunchy with Real Peanut Butter Dog Treats", Nutro ,a/b,$61.64,0
"
        Bundle: Rachael Ray Nutrish Natural Chicken & Veggies Recipe Dry Food + Natural Hearty Recipes Wet Dog Food", Rachael Ray Nutrish ,a/b,$52.28,0
"
        Bundle: Royal Canin Large Digestive Care Dry Food + Greenies Large Dental Dog Treats", Royal Canin ,a/b,$126.97,0
"ALPO Come & Get It! Cookout Classic Dry Dog Food, 47-lb bag",ALPO,a/b,"{'47-lb bag': '$27.99', '16-lb bag': '$9.49'}",99 Reviews
"
        Bundle: Royal Canin Chihuahua Adult Dry + Canned Dog Food", Royal Canin ,a/b,$62.48,3 Reviews
"
        Bundle: Nutro Natural Choice Healthy Weight Adult Lamb & Brown Rice Recipe Dry Food + Crunchy with Real Mixed Berries Dog Treats", Nutro ,a/b,$64.96,0
"
        Royal Canin Large Joint Care Dry Dog Food, 30-lb bag",Royal Canin,a/b,$92.99,69 Reviews
"
        Instinct Be Natural Real Beef & Barley Recipe Freeze-Dried Raw Coated Dry Dog Food",Instinct,a/b,"{'4.5-lb bag': '19.99', '25-lb bag': '67.99'}",43 Reviews
"
        Blue Buffalo Wilderness Nature's Evolutionary Diet Plus Wholesome Grains Chicken, Oats & Barley Large Breed Adult Dry Dog Food, 24-lb bag",Blue Buffalo,a/b,$62.98,27 Reviews
"
        Royal Canin Canine Care Nutrition Large Digestive Care Dry Dog Food",Royal Canin,a/b,"{'6-lb bag': '29.69', '30-lb bag': '92.99'}",141 Reviews
Wild Earth Healthy High-Protein Formula Dry Dog Food,Wild Earth,a/b,"{'18-lb bag': '$70.00', '4-lb bag': '$29.00'}",59 Reviews
Dave's Pet Food Naturally Healthy Adult Dry Dog Food,Dave's Pet Food,a/b,"{'30-lb bag': '$54.99', '4-lb bag': '$13.49', '18-lb bag': '$36.99'}",24 Reviews
"Purina Beneful Originals with Natural Salmon Dry Dog Food, 28-lb bag",Purina Beneful,a/b,"{'28-lb bag': '$31.48', '3.5-lb bag': None, '14-lb bag': '$13.29', '15.5-lb bag': '$15.70', '31.1-lb bag': '$30.96'}",291 Reviews
"
        Bundle: Purina Pro Plan Veterinary Diets FortiFlora Probiotic Supplement + Focus Sensitive Skin & Stomach Salmon & Rice Formula Dry Dog Food", Purina Pro Plan Veterinary Diets ,a/b,$106.47,2 Reviews
"
        Royal Canin Small Digestive Care Dry Dog Food",Royal Canin,a/b,"{'3.5-lb bag': '19.52', '17-lb bag': '60.44'}",156 Reviews
"
        Bundle: Royal Canin Labrador Retriever Adult Dry Food + Loaf in Sauce Canned Dog Food", Royal Canin ,a/b,$133.67,Read  1 Review
"
        Royal Canin Breed Health Nutrition Bichon Frise Adult Dry Dog Food",Royal Canin,a/b,"{'10-lb bag': '50.21', '3-lb bag': '19.53'}",25 Reviews
"
        Bundle: Royal Canin Golden Retriever Adult Dry Food + Loaf in Sauce Canned Dog Food", Royal Canin ,a/b,$133.67,0
"
        Royal Canin Breed Health Nutrition Cocker Spaniel Adult Dry Dog Food",Royal Canin,a/b,"{'25-lb bag': '70.67', '6-lb bag': '29.99'}",75 Reviews
"
        Royal Canin Breed Health Nutrition Beagle Adult Dry Dog Food",Royal Canin,a/b,"{'30-lb bag': '92.99', '6-lb bag': '29.99'}",53 Reviews
"
        Royal Canin Breed Health Nutrition Chihuahua Adult Dry Dog Food",Royal Canin,a/b,"{'10-lb bag': '52.99', '2.5-lb bag': '20.99'}",376 Reviews
"
        Royal Canin Canine Care Nutrition Large Dental Care Dry Dog Food",Royal Canin,a/b,"{'17-lb bag': '60.44', '30-lb bag': '85.55'}",3 Reviews
"
        Royal Canin Canine Care Nutrition Small Coat Care Dry Dog Food",Royal Canin,a/b,"{'3-lb bag': '20.99', '17-lb bag': '60.44'}",6 Reviews
"
        Royal Canin Breed Health Nutrition Bulldog Adult Dry Dog Food",Royal Canin,a/b,"{'17-lb bag': '64.99', '30-lb bag': '93.99', '6-lb bag': '27.89'}",318 Reviews
"
        Royal Canin Breed Health Nutrition Maltese Adult Dry Dog Food",Royal Canin,a/b,"{'2.5-lb bag': '19.74', '10-lb bag': '50.21'}",74 Reviews
"
        Royal Canin Canine Care Nutrition Medium Comfort Care Dry Dog Food",Royal Canin,a/b,"{'30-lb bag': '85.55', '6-lb bag': '27.89'}",7 Reviews
"
        Royal Canin Breed Health Nutrition Rottweiler Adult Dry Dog Food, 30-lb bag",Royal Canin,a/b,$92.99,63 Reviews
"
        Bundle: Royal Canin Boxer Adult Dry Food + Boxer Loaf in Sauce Canned Dog Food", Royal Canin ,a/b,$131.79,Read  1 Review
"
        Royal Canin Size Health Nutrition X-Small Adult Dry Dog Food",Royal Canin,a/b,"{'14-lb bag': '44.63', '2.5-lb bag': '15.19'}",117 Reviews
"
        Bundle: Royal Canin German Shepherd Adult Dry Food + Loaf in Sauce Canned Dog Food", Royal Canin ,a/b,$133.67,2 Reviews
"
        Royal Canin Canine Care Nutrition Small Dental Care Dry Dog Food",Royal Canin,a/b,"{'17-lb bag': '60.44', '3-lb bag': '20.99'}",21 Reviews
"
        Royal Canin Size Health Nutrition Indoor Small Breed Adult Dry Dog Food, 2.5-lb bag",Royal Canin,a/b,$15.99,83 Reviews
"
        Royal Canin Breed Health Nutrition Boxer Adult Dry Dog Food",Royal Canin,a/b,"{'17-lb bag': '64.99', '30-lb bag': '93.99'}",301 Reviews
"
        Royal Canin Breed Health Nutrition Dalmatian Adult Dry Dog Food, 30-lb bag",Royal Canin,a/b,$85.55,45 Reviews
"
        Royal Canin Breed Health Nutrition Great Dane Adult Dry Dog Food, 30-lb bag",Royal Canin,a/b,$91.99,76 Reviews
"
        Royal Canin Canine Care Nutrition Medium Dental Care Dry Dog Food",Royal Canin,a/b,"{'28-lb bag': '91.99', '6-lb bag': '28.61'}",2 Reviews
"
        Royal Canin Canine Care Nutrition Small Sensitive Skin Care Dry Dog Food, 3-lb bag",Royal Canin,a/b,$19.82,27 Reviews
